Student ID,Name,Location,Zip Code,Grade,Major,Interests,Bio
915,Liam Brown,Suburban Area,13123,8,Technology,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Liam Brown! A 8th-grade student interested in Technology. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
916,Emma Rodriguez,Urban Area,65008,2,Mathematics,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Emma Rodriguez! A 2th-grade student interested in Mathematics. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
917,Olivia Taylor,Rural Area,31421,5,Engineering,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Olivia Taylor! A 5th-grade student interested in Engineering. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
918,Jackson Williams,Rural Area,29814,2,Engineering,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Jackson Williams! A 2th-grade student interested in Engineering. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
919,Jackson Williams,Rural Area,47475,7,Engineering,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Jackson Williams! A 7th-grade student interested in Engineering. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
920,Ava Miller,Urban Area,37233,3,Engineering,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Ava Miller! A 3th-grade student interested in Engineering. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
921,Isabella Davis,Suburban Area,92681,5,Technology,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Isabella Davis! A 5th-grade student interested in Technology. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
922,Aiden Smith,Urban Area,72911,7,Engineering,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Aiden Smith! A 7th-grade student interested in Engineering. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
923,Sophia Brown,Rural Area,46179,8,Technology,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Sophia Brown! A 8th-grade student interested in Technology. I'm fascinated by robotics and love building simple robots to understand how they work."
924,Olivia Jackson,Rural Area,98864,8,Mathematics,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Olivia Jackson! A 8th-grade student interested in Mathematics. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
925,Emma Davis,Urban Area,69006,10,Engineering,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Emma Davis! A 10th-grade student interested in Engineering. I'm fascinated by robotics and love building simple robots to understand how they work."
926,Olivia Jones,Urban Area,56909,7,Mathematics,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Olivia Jones! A 7th-grade student interested in Mathematics. I'm fascinated by robotics and love building simple robots to understand how they work."
927,Ethan Jones,Suburban Area,19105,3,Mathematics,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Ethan Jones! A 3th-grade student interested in Mathematics. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
928,Isabella Johnson,Urban Area,25476,6,Technology,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Isabella Johnson! A 6th-grade student interested in Technology. I'm fascinated by robotics and love building simple robots to understand how they work."
929,Emily Jackson,Rural Area,75217,12,Arts,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Emily Jackson! A 12th-grade student interested in Arts. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
930,Liam Jackson,Rural Area,87528,7,Science,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Liam Jackson! A 7th-grade student interested in Science. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
931,Sophia Davis,Urban Area,68384,9,Engineering,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Sophia Davis! A 9th-grade student interested in Engineering. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
932,Daniel Martinez,Urban Area,76434,9,Technology,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Daniel Martinez! A 9th-grade student interested in Technology. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
933,Emily Garcia,Rural Area,12631,4,Arts,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Emily Garcia! A 4th-grade student interested in Arts. I'm fascinated by robotics and love building simple robots to understand how they work."
934,Isabella Johnson,Urban Area,71452,5,Mathematics,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Isabella Johnson! A 5th-grade student interested in Mathematics. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
935,Isabella Rodriguez,Suburban Area,47418,8,Engineering,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Isabella Rodriguez! A 8th-grade student interested in Engineering. I find joy in designing and creating structures, from bridges to small engineering projects."
936,Ava Jones,Suburban Area,77049,4,Arts,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Ava Jones! A 4th-grade student interested in Arts. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
937,Emma Davis,Rural Area,66946,2,Technology,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Emma Davis! A 2th-grade student interested in Technology. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
938,Sophia Garcia,Urban Area,72282,9,Arts,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Sophia Garcia! A 9th-grade student interested in Arts. I'm fascinated by robotics and love building simple robots to understand how they work."
939,Ethan Johnson,Suburban Area,53187,6,Arts,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Ethan Johnson! A 6th-grade student interested in Arts. I'm fascinated by robotics and love building simple robots to understand how they work."
940,Emily Jones,Suburban Area,72088,4,Mathematics,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Emily Jones! A 4th-grade student interested in Mathematics. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
941,Ethan Martinez,Urban Area,52610,7,Arts,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Ethan Martinez! A 7th-grade student interested in Arts. I'm fascinated by robotics and love building simple robots to understand how they work."
942,Sophia Davis,Suburban Area,96374,2,Science,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Sophia Davis! A 2th-grade student interested in Science. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
